0,492.9032697,44.98164731,503.17925,42.1182407,35.68936305,0.0277086,-0.033178052
0,436.6750927,45.03406036,409.8846133,24.37176421,51.49845131,246.671539,0.043863238
0,465.4539175,44.98847837,450.1982256,69.92709569,57.29265596,288.2792345,0.016014327
0,496.9848676,45.00992391,534.4536577,-62.49487294,59.71242934,113.600702,0.027025678
0,468.2672477,44.97192692,461.1784064,74.11635357,32.36365339,327.0640967,-0.031747697
0,469.1188684,44.94784037,520.8548808,24.18996614,31.2459243,19.21754871,0.049794065
0,467.2951185,44.97337113,461.2266872,27.19512651,38.81075901,249.9807342,0.061260862
0,479.6357177,45.00068658,413.9585968,-15.4961854,51.2324017,211.1492471,-0.034275546
0,467.0545913,45.0175987,449.224708,50.54901484,55.29494775,270.3027629,0.041010981
0,451.7889659,44.97455268,477.9174043,75.86275168,53.88810568,322.5167714,0.033948882
0,500.8166131,44.95810511,470.9049935,-83.88227375,51.58330981,146.9228916,-0.046401722
0,484.2462941,45.0021251,489.2179334,-77.82286907,50.24433574,128.6399739,-0.006669844
0,472.6305157,45.01230155,530.4520204,18.94361711,58.38558033,23.78443824,0.006327061
0,478.2051453,44.98769377,419.415748,-35.46718569,63.90474192,193.9847379,-0.011258549
0,475.9712706,45.0023202,438.5047332,-26.05447873,56.65619465,201.9530151,0.029971537
0,475.1583205,45.04822521,528.7186834,-3.60983976,57.44184618,49.09527022,-0.007986555
0,450.6390456,45.00945478,482.4710232,-42.73357786,36.03495593,90.85594493,0.012826862
0,463.6103227,45.01812461,423.1445861,-53.52461748,62.81198957,177.7693642,-0.000738509
0,487.9599587,45.05901305,519.5526405,-64.23966248,47.45165872,114.2563555,0.027223535
0,481.5175451,45.03552514,493.7021038,-46.46282721,44.44902377,95.35292314,-0.036901744
0,481.1785768,44.98129408,527.0507611,-22.33470586,52.5170856,69.70269919,-0.004867339
0,471.5236836,44.99401401,441.9890923,58.67429508,54.4654612,277.9882217,0.002334634
0,473.2781734,45.02047654,483.6529666,-85.43768443,81.88931354,140.3928073,0.023314396
0,467.3689757,45.02229776,492.8268956,53.7546077,45.07612926,346.7709386,0.000522282
0,462.708968,44.9700892,503.7341151,-2.027671538,39.33492275,47.19137266,0.003654183
0,468.7429154,45.02702615,471.4164461,-30.68554419,37.87847453,196.7118984,0.075849771
0,470.6157329,44.99321057,460.6735301,-73.32222937,38.62432599,156.1531321,0.005493122
0,477.5177247,44.98244601,440.1766383,-5.152925928,45.44269683,220.3127029,0.016882833
0,473.9573774,44.99780662,403.3240102,-8.108691721,50.92088053,217.7345153,-0.042914958
0,491.2465939,45.01570002,482.9632688,89.18525981,58.4344185,309.0243144,-0.012026346
0,462.0714934,45.05864634,475.863524,-89.65227169,22.93499749,137.5106384,0.030221776
0,475.7918706,44.9981858,451.6287862,20.7640101,42.39635705,243.9680406,0.033431489
0,452.5603675,45.02627517,491.9528145,-41.74407142,48.27969579,90.88687862,0.009653474
0,471.9976203,45.05212154,446.7925172,55.51714877,29.80160396,277.5916888,-0.016373225
0,460.1243812,44.99389817,500.8418794,46.37318426,53.69224305,353.7996241,0.011276533
